;player;club;date;taille;poid;meilleur_pied;age;valeur;salaire;controles;dribbles;marquage;tacle_glisse;tacle_debout;engagement;reactivite;placement;intercept;vista;discipline;passe_centre;passe_courte;passe_longue;phy_acceleration;phy_endurance;phy_force; phy_equilibre;phy_vitesse;phy_agilite;phy_detente;tir_tete;tir_frappe;tir_finition;tir_loin;tir_effet;tir_precision;tir_penalty;tir_volee;gardien_placement;gardien_plongeon;gardien_main;gardien_pied;gardien_reflexe;phy_equilibre
255;Jeff Strasser;Borussia Mönchengladbach;24 Août 2005 ;190 cm;82 kg;Gauche;30;;;48;47;74;76;;69;63;;;;47;49;57;48;62;77;85;;65;;;82;62;;51.0;;41;;;20;;24;;23;
256;Marcell Jansen;Borussia Mönchengladbach;24 Août 2005 ;191 cm;82 kg;Gauche;19;;;71;72;78;79;;64;70;;;;73;69;77;53;84;72;69;;83;;;78;59;;42.0;;39;;;20;;25;;22;
257;Bernd Thijs;Borussia Mönchengladbach;24 Août 2005 ;186 cm;82 kg;Droit;27;;;71;62;74;78;;82;77;;;;74;59;79;70;64;79;84;;67;;;75;71;;54.0;;49;;;22;;25;;24;
258;Niels Oude Kamphuis;Borussia Mönchengladbach;24 Août 2005 ;183 cm;80 kg;Droit;27;;;68;64;72;74;;77;70;;;;53;63;71;62;76;79;71;;72;;;72;67;;51.0;;27;;;20;;22;;20;
259;Peer Kluge;Borussia Mönchengladbach;24 Août 2005 ;179 cm;76 kg;Droit;24;;;71;67;58;62;;72;81;;;;60;62;68;62;66;79;72;;68;;;56;56;;62.0;;43;;;22;;23;;20;
260;Thomas Broich;Borussia Mönchengladbach;24 Août 2005 ;182 cm;74 kg;Droit;24;;;79;79;28;33;;35;74;;;;78;68;88;67;74;81;62;;78;;;64;74;;73.0;;58;;;24;;20;;23;
261;Wesley Sonck;Borussia Mönchengladbach;24 Août 2005 ;174 cm;73 kg;Droit;27;;;74;72;33;43;;68;74;;;;68;56;66;41;79;83;84;;77;;;85;85;;72.0;;87;;;23;;21;;21;
262;Oliver Neuville;Borussia Mönchengladbach;24 Août 2005 ;171 cm;64 kg;Droit;32;;;81;81;30;39;;38;86;;;;73;79;74;54;78;81;57;;73;;;62;78;;69.0;;77;;;24;;22;;20;
263;Christian Ziege;Borussia Mönchengladbach;24 Août 2005 ;186 cm;78 kg;Gauche;33;;;75;72;63;72;;77;81;;;;68;83;74;71;73;81;82;;77;;;64;65;;52.0;;51;;;23;;20;;25;
264;Giovane Elber;Borussia Mönchengladbach;24 Août 2005 ;181 cm;79 kg;Droit;33;;;87;87;32;41;;65;85;;;;86;70;69;46;75;83;84;;79;;;82;87;;71.0;;84;;;25;;24;;22;
265;Marek Heinz;Borussia Mönchengladbach;24 Août 2005 ;187 cm;76 kg;Gauche;28;;;85;76;33;41;;73;72;;;;57;79;81;54;76;87;79;;70;;;74;83;;72.0;;71;;;20;;23;;24;
266;Michael Melka;Borussia Mönchengladbach;24 Août 2005 ;195 cm;97 kg;Droit;27;;;27;35;28;27;;40;50;;;;43;35;35;36;47;40;64;;55;;;35;43;;23.0;;27;;;62;;57;;62;
267;Vaclav Sverkos;Borussia Mönchengladbach;24 Août 2005 ;185 cm;72 kg;Droit;21;;;77;79;24;41;;43;67;;;;45;54;64;46;89;68;52;;89;;;69;79;;62.0;;78;;;22;;22;;24;
268;Filip Daems;Borussia Mönchengladbach;24 Août 2005 ;181 cm;74 kg;Gauche;26;;;69;70;75;73;;73;71;;;;65;61;74;63;73;81;75;;75;;;71;59;;44.0;;43;;;20;;21;;23;
269;Eugen Polanski;Borussia Mönchengladbach;24 Août 2005 ;180 cm;75 kg;Gauche;19;;;71;68;28;39;;46;62;;;;51;64;76;51;69;53;44;;68;;;47;51;;48.0;;46;;;20;;20;;24;
270;Milan Fukal;Borussia Mönchengladbach;24 Août 2005 ;188 cm;87 kg;Droit;30;;;67;46;78;82;;78;42;;;;66;59;68;58;71;67;86;;78;;;81;63;;61.0;;39;;;21;;23;;24;
271;Zé António;Borussia Mönchengladbach;24 Août 2005 ;185 cm;76 kg;Gauche;28;;;47;40;77;76;;72;61;;;;50;47;52;46;73;75;75;;77;;;78;51;;48.0;;36;;;22;;21;;21;
272;Darius Kampa;Borussia Mönchengladbach;24 Août 2005 ;185 cm;77 kg;Droit;28;;;35;35;26;35;;25;52;;;;71;35;35;28;47;41;54;;55;;;35;44;;21.0;;25;;;78;;73;;78;
273;Jörg Böhme;Borussia Mönchengladbach;24 Août 2005 ;178 cm;75 kg;Gauche;31;;;77;74;39;59;;73;70;;;;42;81;79;71;58;52;67;;68;;;58;86;;82.0;;58;;;24;;20;;23;
274;Hassan El-Fakiri;Borussia Mönchengladbach;24 Août 2005 ;181 cm;73 kg;Droit;28;;;61;47;73;71;;57;61;;;;54;58;71;54;64;62;54;;67;;;56;51;;41.0;;21;;;23;;23;;21;
275;Raphael Schäfer;FC Nuremberg;24 Août 2005 ;190 cm;86 kg;Droit;26;;;23;22;23;22;;41;68;;;;64;21;22;23;72;83;68;;69;;;23;35;;21.0;;25;;;76;;79;;77;
276;Benjamin Lense;FC Nuremberg;24 Août 2005 ;190 cm;80 kg;Gauche;26;;;54;43;81;82;;71;58;;;;59;53;46;41;79;78;73;;82;;;76;47;;42.0;;29;;;24;;24;;22;
277;Mario Cantaluppi;FC Nuremberg;24 Août 2005 ;178 cm;75 kg;Droit;31;;;66;41;81;82;;79;61;;;;61;64;56;48;77;79;76;;72;;;69;71;;42.0;;32;;;24;;23;;21;
278;Bartosz Bosacki;FC Nuremberg;24 Août 2005 ;189 cm;81 kg;Droit;29;;;47;36;82;86;;69;57;;;;66;36;48;32;76;76;81;;71;;;61;54;;38.0;;25;;;20;;20;;23;
279;Lars Müller;FC Nuremberg;24 Août 2005 ;174 cm;70 kg;Gauche;29;;;69;51;69;71;;42;69;;;;66;71;68;61;74;71;61;;73;;;64;46;;52.0;;41;;;21;;21;;23;
280;Jawhar Mnari;FC Nuremberg;24 Août 2005 ;183 cm;75 kg;Droit;28;;;67;53;68;57;;61;62;;;;61;66;71;66;71;72;68;;69;;;61;51;;57.0;;34;;;24;;20;;24;
281;Jan Polak;FC Nuremberg;24 Août 2005 ;183 cm;73 kg;Gauche;24;;;81;48;81;76;;66;74;;;;69;76;61;68;78;81;61;;79;;;69;88;;51.0;;29;;;25;;24;;20;
282;Ivan Saenko;FC Nuremberg;24 Août 2005 ;178 cm;77 kg;Droit;21;;;61;63;20;32;;51;66;;;;49;47;49;38;79;74;52;;86;;;71;57;;62.0;;69;;;22;;23;;21;
283;Marek Mintal;FC Nuremberg;24 Août 2005 ;183 cm;78 kg;Droit;27;;;86;89;22;41;;61;91;;;;76;78;84;51;86;74;71;;89;;;86;84;;84.0;;93;;;20;;24;;23;
284;Markus Schroth;FC Nuremberg;24 Août 2005 ;193 cm;85 kg;Droit;30;;;66;66;20;26;;76;69;;;;74;36;51;37;76;89;85;;71;;;89;77;;72.0;;81;;;22;;22;;22;
285;Robert Vittek;FC Nuremberg;24 Août 2005 ;187 cm;82 kg;Droit;23;;;71;69;23;29;;64;66;;;;63;66;51;44;81;74;69;;67;;;68;78;;69.0;;76;;;21;;20;;24;
286;Maik Wagefeld;FC Nuremberg;24 Août 2005 ;186 cm;85 kg;Gauche;24;;;68;62;59;51;;72;74;;;;63;61;69;69;77;82;76;;74;;;59;72;;69.0;;59;;;23;;24;;25;
287;Dominik Reinhardt;FC Nuremberg;24 Août 2005 ;188 cm;78 kg;Droit;20;;;49;33;69;69;;58;51;;;;51;41;46;38;72;69;64;;76;;;67;33;;39.0;;23;;;23;;20;;24;
288;Stefan Kießling;FC Nuremberg;24 Août 2005 ;191 cm;78 kg;Droit;21;;;57;61;22;22;;52;51;;;;59;49;49;44;72;73;62;;73;;;76;62;;63.0;;68;;;22;;20;;20;
289;Adel Chedli;FC Nuremberg;24 Août 2005 ;177 cm;71 kg;Droit;28;;;74;62;49;63;;73;71;;;;56;71;74;71;71;71;56;;74;;;54;62;;61.0;;42;;;20;;20;;20;
290;Daniel Klewer;FC Nuremberg;24 Août 2005 ;192 cm;87 kg;Droit;28;;;24;21;21;20;;44;67;;;;62;22;20;22;72;78;56;;69;;;20;36;;20.0;;24;;;74;;74;;72;
291;Samuel Slovak;FC Nuremberg;24 Août 2005 ;177 cm;72 kg;Droit;29;;;69;51;26;26;;59;68;;;;66;61;69;62;73;71;61;;66;;;61;55;;51.0;;51;;;21;;21;;20;
292;Andreas Wolf;FC Nuremberg;24 Août 2005 ;182 cm;77 kg;Droit;23;;;51;23;78;77;;52;59;;;;58;39;43;37;69;78;67;;68;;;69;36;;31.0;;21;;;20;;21;;23;
293;Frank Wiblishauser;FC Nuremberg;24 Août 2005 ;180 cm;77 kg;Gauche;27;;;48;32;71;73;;72;71;;;;51;54;56;47;68;74;68;;64;;;69;54;;31.0;;20;;;20;;24;;22;
294;Marek Nikl;FC Nuremberg;24 Août 2005 ;182 cm;77 kg;Droit;29;;;57;24;74;78;;59;56;;;;63;34;41;36;59;82;61;;61;;;77;58;;41.0;;23;;;22;;24;;21;
295;Horacio Javier Pínola;FC Nuremberg;24 Août 2005 ;182 cm;77 kg;Droit;22;;;61;39;71;73;;59;61;;;;69;47;49;44;76;69;68;;74;;;61;36;;36.0;;21;;;20;;22;;24;
296;Thomas Paulus;FC Nuremberg;24 Août 2005 ;189 cm;89 kg;Droit;23;;;49;34;76;77;;56;59;;;;68;32;41;29;68;72;56;;69;;;66;36;;39.0;;21;;;23;;22;;22;
297;Ivica Banovic;FC Nuremberg;24 Août 2005 ;186 cm;81 kg;Droit;25;;;79;61;21;26;;41;76;;;;69;69;78;76;68;76;67;;69;;;51;53;;52.0;;52;;;22;;21;;22;
298;Jürgen Macho;FC Kaiserslautern;24 Août 2005 ;193 cm;88 kg;Droit;28;;;24;21;24;23;;61;53;;;;66;24;22;22;47;53;78;;51;;;22;25;;20.0;;25;;;75;;67;;78;
299;Hervé Nzelo Lembi;FC Kaiserslautern;24 Août 2005 ;182 cm;76 kg;Droit;29;;;66;61;81;76;;74;71;;;;56;54;69;61;77;75;73;;77;;;73;54;;51.0;;39;;;20;;22;;22;
300;Marcelo Pletsch;FC Kaiserslautern;24 Août 2005 ;185 cm;85 kg;Droit;29;;;59;43;77;74;;74;62;;;;52;45;58;46;58;71;90;;66;;;82;63;;33.0;;31;;;24;;23;;23;
301;Lucien Mettomo;FC Kaiserslautern;24 Août 2005 ;186 cm;84 kg;Gauche;28;;;63;51;79;79;;76;72;;;;46;34;59;59;74;75;82;;79;;;81;63;;57.0;;28;;;21;;21;;22;
302;Stefan Blank;FC Kaiserslautern;24 Août 2005 ;193 cm;93 kg;Gauche;28;;;68;58;69;71;;64;60;;;;57;70;69;65;70;72;73;;71;;;71;87;;84.0;;51;;;23;;25;;22;
303;Marco Engelhardt;FC Kaiserslautern;24 Août 2005 ;186 cm;75 kg;Gauche;24;;;81;71;48;71;;81;90;;;;62;74;83;75;71;68;76;;73;;;58;70;;61.0;;61;;;22;;20;;25;
304;Ciriaco Sforza;FC Kaiserslautern;24 Août 2005 ;180 cm;78 kg;Droit;35;;;86;67;31;52;;69;77;;;;57;79;83;84;51;53;72;;57;;;44;81;;79.0;;62;;;22;;25;;23;
305;Jochen Seitz;FC Kaiserslautern;24 Août 2005 ;187 cm;79 kg;Droit;28;;;65;75;39;41;;86;66;;;;68;84;68;72;83;79;75;;87;;;62;75;;72.0;;63;;;25;;24;;23;
306;Ervin Skela;FC Kaiserslautern;24 Août 2005 ;173 cm;68 kg;Gauche;33;;;85;75;34;37;;80;79;;;;70;72;76;72;67;80;75;;72;;;45;71;;68.0;;61;;;24;;21;;24;
307;Halil Altintop;FC Kaiserslautern;24 Août 2005 ;185 cm;82 kg;Droit;22;;;69;67;34;32;;76;74;;;;66;63;67;55;80;73;75;;84;;;62;78;;67.0;;61;;;22;;25;;24;
308;Carsten Jancker;FC Kaiserslautern;24 Août 2005 ;193 cm;93 kg;Droit;30;;;59;39;47;43;;91;80;;;;62;37;70;23;49;78;94;;66;;;87;85;;71.0;;76;;;24;;23;;22;
309;Boubacar Sanogo;FC Kaiserslautern;24 Août 2005 ;187 cm;82 kg;Droit;22;;;64;69;32;43;;64;64;;;;57;62;68;63;72;68;62;;73;;;66;71;;71.0;;75;;;23;;24;;21;
310;Thomas Ernst;FC Kaiserslautern;24 Août 2005 ;193 cm;88 kg;Droit;37;;;22;21;20;20;;66;64;;;;68;20;25;26;57;69;61;;56;;;20;35;;21.0;;22;;;78;;73;;72;
311;Torsten Reuter;FC Kaiserslautern;24 Août 2005 ;173 cm;70 kg;Droit;22;;;61;56;51;58;;63;61;;;;67;52;63;58;68;67;74;;63;;;68;63;;62.0;;53;;;20;;25;;25;
312;Ferydoon Zandi;FC Kaiserslautern;24 Août 2005 ;184 cm;80 kg;Gauche;26;;;83;82;29;27;;69;67;;;;54;78;83;79;73;67;75;;69;;;55;87;;74.0;;73;;;20;;21;;22;
313;Christian Nerlinger;FC Kaiserslautern;24 Août 2005 ;182 cm;80 kg;Gauche;32;;;81;67;54;67;;77;70;;;;67;77;85;86;72;78;77;;77;;;69;83;;77.0;;80;;;23;;24;;21;
314;Timo Wenzel;FC Kaiserslautern;24 Août 2005 ;185 cm;82 kg;Gauche;27;;;67;53;82;83;;70;65;;;;60;73;64;59;70;71;78;;78;;;84;79;;74.0;;21;;;22;;24;;25;
315;Thomas Riedl;FC Kaiserslautern;24 Août 2005 ;174 cm;72 kg;Droit;29;;;68;71;74;81;;65;67;;;;69;67;73;63;82;79;71;;83;;;69;69;;63.0;;28;;;22;;21;;21;
316;Mihael Mikic;FC Kaiserslautern;24 Août 2005 ;177 cm;68 kg;Droit;25;;;79;77;21;49;;55;66;;;;57;81;77;67;80;72;61;;83;;;39;71;;71.0;;44;;;22;;21;;24;
317;Florian Fromlowitz;FC Kaiserslautern;24 Août 2005 ;187 cm;77 kg;Droit;19;;;33;35;32;35;;44;34;;;;55;35;35;25;44;54;67;;56;;;35;35;;22.0;;22;;;57;;45;;67;
318;Ingo Hertzsch;FC Kaiserslautern;24 Août 2005 ;184 cm;80 kg;Droit;28;;;61;34;85;85;;88;59;;;;57;49;69;63;56;83;85;;64;;;88;75;;68.0;;48;;;25;;20;;24;
319;Michael Lehmann;FC Kaiserslautern;24 Août 2005 ;178 cm;66 kg;Droit;20;;;63;57;64;64;;63;63;;;;65;60;73;71;69;64;59;;74;;;59;63;;42.0;;41;;;25;;20;;23;
320;Axel Bellinghausen;FC Kaiserslautern;24 Août 2005 ;181 cm;76 kg;Gauche;22;;;61;63;21;23;;64;61;;;;61;64;67;65;71;71;64;;72;;;64;58;;63.0;;51;;;20;;21;;23;
321;Mathias Hain;Arminia Bielefeld;24 Août 2005 ;188 cm;87 kg;Droit;32;;;26;35;30;35;;75;46;;;;59;23;35;34;65;80;83;;64;;;35;35;;23.0;;23;;;81;;67;;65;
322;Bernd Korzynietz;Arminia Bielefeld;24 Août 2005 ;174 cm;71 kg;Droit;25;;;63;71;73;82;;65;70;;;;60;76;73;66;81;80;55;;81;;;60;65;;70.0;;35;;;23;;24;;24;
323;Marcio Borges;Arminia Bielefeld;24 Août 2005 ;180 cm;82 kg;Droit;32;;;59;44;77;65;;69;62;;;;46;41;41;33;58;79;86;;66;;;81;79;;61.0;;43;;;22;;22;;24;
324;Petr Gabriel;Arminia Bielefeld;24 Août 2005 ;189 cm;84 kg;Gauche;32;;;54;27;76;71;;61;61;;;;59;39;52;49;65;76;74;;64;;;76;49;;41.0;;24;;;20;;21;;21;
325;Tobias Rau;Arminia Bielefeld;24 Août 2005 ;177 cm;69 kg;Gauche;23;;;70;62;74;66;;70;70;;;;57;69;67;62;68;70;42;;69;;;52;39;;24.0;;23;;;20;;22;;22;
326;Massimiliano Porcello;Arminia Bielefeld;24 Août 2005 ;184 cm;78 kg;Droit;25;;;69;79;60;40;;71;73;;;;55;80;75;73;77;73;73;;77;;;65;85;;65.0;;52;;;21;;20;;20;
327;Detlev Dammeier;Arminia Bielefeld;24 Août 2005 ;182 cm;78 kg;Droit;36;;;64;52;71;68;;63;77;;;;70;56;63;60;63;89;88;;66;;;73;72;;73.0;;31;;;20;;22;;23;
328;Fatmir Vata;Arminia Bielefeld;24 Août 2005 ;170 cm;75 kg;Droit;33;;;83;83;55;39;;83;89;;;;45;70;79;73;61;77;73;;66;;;44;56;;84.0;;64;;;21;;23;;20;
329;Nebojsa Krupnikovic;Arminia Bielefeld;24 Août 2005 ;184 cm;80 kg;Droit;32;;;81;81;44;44;;77;79;;;;45;77;81;82;67;72;73;;63;;;46;66;;81.0;;69;;;23;;23;;20;
330;Isaac Boakye;Arminia Bielefeld;24 Août 2005 ;182 cm;75 kg;Droit;23;;;71;77;36;39;;80;64;;;;55;51;51;41;81;63;88;;83;;;74;74;;34.0;;84;;;21;;22;;24;
331;Sibusiso Zuma;Arminia Bielefeld;24 Août 2005 ;180 cm;69 kg;Droit;30;;;76;81;34;31;;76;71;;;;60;53;58;32;83;69;76;;81;;;46;73;;58.0;;78;;;20;;25;;24;
332;Markus Schuler;Arminia Bielefeld;24 Août 2005 ;183 cm;78 kg;Gauche;28;;;55;66;71;73;;66;66;;;;51;71;63;66;71;78;65;;78;;;65;63;;65.0;;38;;;22;;23;;20;
333;Roberto Pinto;Arminia Bielefeld;24 Août 2005 ;170 cm;68 kg;Droit;27;;;77;81;45;39;;73;71;;;;45;80;70;73;81;63;43;;81;;;45;58;;65.0;;51;;;21;;25;;23;
334;Rüdiger Kauf;Arminia Bielefeld;24 Août 2005 ;170 cm;65 kg;Droit;30;;;63;69;72;74;;86;75;;;;66;61;74;77;67;91;81;;71;;;65;68;;73.0;;52;;;20;;22;;24;
335;Petr Kobylik;Arminia Bielefeld;24 Août 2005 ;185 cm;80 kg;Gauche;20;;;73;71;59;68;;63;66;;;;63;73;54;63;66;53;63;;53;;;53;62;;59.0;;43;;;20;;25;;23;
336;Radomir Dalovic;Arminia Bielefeld;24 Août 2005 ;186 cm;80 kg;Droit;22;;;59;81;34;39;;71;70;;;;45;63;57;41;77;63;74;;81;;;74;71;;46.0;;69;;;25;;20;;22;
337;Heiko Westermann;Arminia Bielefeld;24 Août 2005 ;187 cm;80 kg;Droit;22;;;59;44;76;73;;66;45;;;;71;44;54;43;63;76;69;;65;;;74;42;;44.0;;36;;;22;;23;;21;
338;Christian Wieczorek;Arminia Bielefeld;24 Août 2005 ;178 cm;70 kg;Droit;19;;;66;66;64;41;;66;66;;;;69;59;77;77;59;61;56;;63;;;43;63;;63.0;;49;;;22;;22;;21;
339;Henning Grieneisen;Arminia Bielefeld;24 Août 2005 ;175 cm;70 kg;Gauche;20;;;66;66;48;43;;71;66;;;;71;61;73;61;61;63;71;;61;;;54;58;;64.0;;51;;;20;;23;;22;
340;Diego León;Arminia Bielefeld;24 Août 2005 ;178 cm;71 kg;Gauche;21;;;78;83;39;43;;63;80;;;;45;45;77;66;66;45;34;;63;;;25;51;;70.0;;51;;;22;;23;;22;
341;Heiner Backhaus;Arminia Bielefeld;24 Août 2005 ;187 cm;80 kg;Droit;23;;;72;66;48;49;;71;66;;;;71;61;73;68;63;63;73;;63;;;64;64;;64.0;;51;;;23;;23;;20;
342;Dennis Eilhoff;Arminia Bielefeld;24 Août 2005 ;190 cm;86 kg;Droit;23;;;21;35;24;35;;64;41;;;;51;24;35;27;69;78;77;;63;;;35;35;;22.0;;21;;;61;;59;;59;
343;Marco Küntzel;Arminia Bielefeld;24 Août 2005 ;178 cm;72 kg;Droit;29;;;59;77;34;34;;71;77;;;;73;58;67;37;73;73;76;;77;;;71;69;;56.0;;71;;;25;;20;;23;
344;Georg Koch;Duisbourg;24 Août 2005 ;196 cm;94 kg;Droit;33;;;30;20;22;25;;82;44;;;;45;22;24;23;60;64;88;;61;;;22;38;;24.0;;21;;;73;;68;;72;
345;Razundara Tjikuzu;Duisbourg;24 Août 2005 ;174 cm;75 kg;Droit;25;;;66;72;74;75;;78;62;;;;59;71;62;43;74;68;84;;76;;;58;76;;57.0;;41;;;22;;25;;23;
346;Uwe Möhrle;Duisbourg;24 Août 2005 ;189 cm;77 kg;Droit;25;;;69;48;82;81;;73;78;;;;78;49;64;76;71;66;78;;72;;;86;56;;56.0;;39;;;23;;20;;21;
347;Thomas Bælum;Duisbourg;24 Août 2005 ;185 cm;78 kg;Droit;27;;;62;32;71;76;;71;76;;;;77;46;62;52;68;66;76;;70;;;76;56;;55.0;;39;;;20;;23;;21;
348;Alexander Bugera;Duisbourg;24 Août 2005 ;180 cm;73 kg;Gauche;27;;;71;68;53;61;;67;62;;;;61;72;69;63;72;81;54;;77;;;63;59;;61.0;;60;;;23;;21;;21;
349;Tobias Willi;Duisbourg;24 Août 2005 ;177 cm;71 kg;Droit;25;;;69;69;67;71;;76;72;;;;56;68;71;61;73;69;56;;71;;;62;63;;65.0;;39;;;23;;24;;23;
350;Markus Hausweiler;Duisbourg;24 Août 2005 ;178 cm;78 kg;Droit;29;;;63;52;64;71;;74;79;;;;65;62;68;61;64;71;74;;66;;;64;63;;62.0;;42;;;23;;25;;22;
351;Ivica Grlic;Duisbourg;24 Août 2005 ;187 cm;82 kg;Droit;30;;;69;58;56;74;;76;78;;;;76;61;71;78;62;77;76;;64;;;60;67;;66.0;;51;;;21;;22;;22;
352;Kai Michalke;Duisbourg;24 Août 2005 ;178 cm;71 kg;Gauche;29;;;76;74;36;41;;62;66;;;;54;76;76;61;72;77;49;;76;;;56;68;;67.0;;64;;;21;;23;;20;
353;Klemen Lavric;Duisbourg;24 Août 2005 ;188 cm;82 kg;Droit;23;;;57;79;22;20;;61;67;;;;70;68;66;23;71;75;81;;78;;;77;71;;62.0;;77;;;23;;24;;21;
354;Abdelaziz Ahanfouf;Duisbourg;24 Août 2005 ;184 cm;78 kg;Gauche;27;;;72;68;23;33;;78;79;;;;62;68;68;43;76;67;62;;78;;;62;70;;58.0;;77;;;24;;23;;20;
355;Markus Kurth;Duisbourg;24 Août 2005 ;180 cm;79 kg;Droit;32;;;68;71;21;39;;48;64;;;;61;61;67;61;72;73;69;;74;;;62;74;;68.0;;62;;;20;;24;;22;
356;Dirk Lottner;Duisbourg;24 Août 2005 ;187 cm;82 kg;Gauche;33;;;72;52;38;49;;68;66;;;;79;78;89;87;56;57;76;;61;;;32;89;;88.0;;73;;;21;;21;;23;
357;Marino Biliskov;Duisbourg;24 Août 2005 ;195 cm;90 kg;Droit;29;;;58;39;78;76;;69;72;;;;77;48;60;62;64;67;86;;65;;;79;66;;51.0;;33;;;23;;22;;22;
358;Carsten Wolters;Duisbourg;24 Août 2005 ;183 cm;76 kg;Droit;36;;;68;64;69;72;;74;69;;;;72;69;67;74;60;73;76;;62;;;61;55;;61.0;;49;;;25;;22;;20;
359;Mike Rietpietsch;Duisbourg;24 Août 2005 ;180 cm;76 kg;Droit;31;;;68;69;38;59;;67;62;;;;56;74;71;67;72;67;73;;76;;;61;63;;66.0;;61;;;25;;21;;24;
360;Josef Ivanovic;Duisbourg;24 Août 2005 ;183 cm;81 kg;Gauche;31;;;70;69;28;31;;62;61;;;;61;66;67;43;60;75;67;;62;;;66;64;;73.0;;77;;;24;;24;;22;
361;Peter van Houdt;Duisbourg;24 Août 2005 ;176 cm;70 kg;Droit;28;;;55;71;21;44;;63;67;;;;69;67;55;56;60;82;63;;65;;;69;71;;66.0;;58;;;22;;24;;20;
362;Nasir El Kasmi;Duisbourg;24 Août 2005 ;180 cm;74 kg;Droit;22;;;74;76;42;41;;78;62;;;;64;69;68;62;71;71;45;;73;;;58;62;;61.0;;61;;;21;;24;;21;
363;Sven Beuckert;Duisbourg;24 Août 2005 ;196 cm;88 kg;Droit;31;;;42;23;23;22;;62;57;;;;68;24;34;32;57;56;75;;54;;;25;57;;21.0;;25;;;74;;59;;63;
364;Alexander Meyer;Duisbourg;24 Août 2005 ;182 cm;73 kg;Gauche;21;;;59;61;68;68;;63;61;;;;54;48;61;55;67;72;76;;71;;;69;57;;56.0;;36;;;25;;20;;23;
365;Markus Anfang;Duisbourg;24 Août 2005 ;171 cm;69 kg;Gauche;31;;;69;72;51;58;;66;63;;;;68;69;73;71;72;78;43;;70;;;32;57;;61.0;;42;;;24;;20;;21;
366;Andreas Voss;Duisbourg;24 Août 2005 ;186 cm;83 kg;Droit;26;;;69;64;71;72;;66;68;;;;67;61;68;66;72;78;67;;72;;;59;59;;61.0;;54;;;22;;24;;21;
367;Oka Nikolov;Eintracht Francfort;24 Août 2005 ;188 cm;86 kg;Droit;31;;;28;35;24;35;;61;54;;;;57;35;35;21;61;74;71;;59;;;35;35;;23.0;;22;;;71;;71;;71;
368;Patrick Ochs;Eintracht Francfort;24 Août 2005 ;179 cm;71 kg;Droit;21;;;62;57;68;69;;61;67;;;;51;60;59;49;64;74;67;;71;;;56;51;;39.0;;21;;;25;;24;;22;
369;Marko Rehmer;Eintracht Francfort;24 Août 2005 ;187 cm;85 kg;Droit;33;;;68;46;81;81;;81;72;;;;57;54;59;62;71;79;82;;72;;;84;68;;41.0;;38;;;22;;21;;22;
370;Aleksandar Vasoski;Eintracht Francfort;24 Août 2005 ;180 cm;78 kg;Gauche;25;;;61;47;76;74;;73;69;;;;69;42;58;59;74;63;74;;71;;;74;43;;44.0;;31;;;21;;20;;21;
371;Christoph Spycher;Eintracht Francfort;24 Août 2005 ;175 cm;76 kg;Gauche;27;;;61;61;79;81;;74;72;;;;77;56;68;57;73;83;79;;73;;;74;71;;48.0;;46;;;23;;24;;24;
372;Benjamin Huggel;Eintracht Francfort;24 Août 2005 ;188 cm;89 kg;Droit;28;;;65;68;73;78;;76;71;;;;67;58;76;60;69;74;81;;73;;;81;78;;72.0;;77;;;20;;21;;22;
373;Alexander Meier;Eintracht Francfort;24 Août 2005 ;196 cm;84 kg;Droit;22;;;73;66;34;58;;61;79;;;;66;58;77;66;79;83;82;;72;;;78;67;;61.0;;72;;;22;;24;;21;
374;Alexander Schur;Eintracht Francfort;24 Août 2005 ;185 cm;83 kg;Droit;34;;;59;41;73;81;;86;72;;;;66;39;64;63;64;73;82;;73;;;76;71;;49.0;;48;;;20;;21;;23;
375;Cha D. R.;Eintracht Francfort;24 Août 2005 ;183 cm;75 kg;Droit;25;;;69;77;25;39;;81;51;;;;57;56;59;31;81;72;73;;76;;;61;74;;61.0;;58;;;20;;23;;24;
376;Jermaine Jones;Eintracht Francfort;24 Août 2005 ;184 cm;78 kg;Droit;23;;;71;78;32;25;;58;59;;;;51;64;54;34;87;73;68;;84;;;54;68;;57.0;;63;;;24;;22;;22;
377;Ioannis Amanatidis;Eintracht Francfort;24 Août 2005 ;181 cm;79 kg;Droit;23;;;76;72;34;26;;71;72;;;;59;71;71;35;82;70;74;;88;;;75;79;;67.0;;79;;;21;;22;;24;
378;Benjamin Köhler;Eintracht Francfort;24 Août 2005 ;172 cm;66 kg;Droit;25;;;61;71;23;21;;66;58;;;;46;46;61;49;76;78;58;;74;;;69;71;;59.0;;63;;;21;;21;;22;
379;Markus Pröll;Eintracht Francfort;24 Août 2005 ;187 cm;87 kg;Droit;25;;;33;24;21;20;;59;54;;;;57;23;25;21;63;74;79;;59;;;22;20;;23.0;;22;;;71;;71;;77;
380;Christoph Preuß;Eintracht Francfort;24 Août 2005 ;181 cm;74 kg;Droit;24;;;74;48;82;81;;82;76;;;;68;63;72;68;76;76;61;;79;;;54;53;;52.0;;49;;;25;;21;;25;
381;Arie van Lent;Eintracht Francfort;24 Août 2005 ;190 cm;80 kg;Droit;35;;;73;68;21;24;;59;71;;;;52;64;66;33;57;82;74;;73;;;81;79;;63.0;;86;;;24;;22;;22;
